work_location,company,job_title,skills,id
"Ariana, Tunisia",Hydatis · Internship,network infrastructure and security engineering intern,"cisco networking, lan/wan, firewalls, routing protocols, security",2985
Tunisia,RFC · Full-time,technical system administrator,"linux, windows server, virtualization, network administration, backup and recovery",2986
Tunisia,Tunisie Télécom · Internship,it technical support,"troubleshooting, customer service, hardware maintenance, software installation, remote support",2987
Tunisia,Tuto Group · Internship,system administrator,"linux, windows server, virtualization, network administration, backup and recovery, linux, windows server, virtualization, network administration, backup and recovery",2988
Tunisia,Billcom Consulting · Full-time,ingénieure full stack spring boot react js,"javascript, python, java, mysql, restful apis",2989
Tunisia,ArabSoft · Internship,developer,"javascript, python, java, mysql, restful apis, html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js, java, swift, react native, ios development, android development, ios, android, swift, kotlin, mobile app design, python, tensorflow, pytorch, natural language processing nlp, computer vision, react, angular, vue.js, html, css, python, java, node.js, restful apis, database design, blockchain architecture, smart contracts, solidity, web3.js, ethereum, react, angular, html5, css3, cross-browser compatibility, unity, c#, game design, game physics, game engine optimization, java, python, c++, agile methodology, software design patterns, .net, c#, agile methodology, software design patterns, apis, angular, agile methodology, software design patterns, apis, java, springboot, agile methodology, software design patterns, apis",2990
"Courbevoie, Île-de-France, France",Bpifrance · Permanent,consultant senior,"cybersecurity frameworks, threat intelligence, incident response, security operations center soc, siem",2991
"Courbevoie, Île-de-France, France",TEAMWILL CONSULTING,consultant senior,"cybersecurity frameworks, threat intelligence, incident response, security operations center soc, siem",2992
"Courbevoie, Île-de-France, France",Santander Consumer Banque,functional technico consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2993
"Courbevoie, Île-de-France, France",Groupe PSA · Full-time,consultant senior,"cybersecurity frameworks, threat intelligence, incident response, security operations center soc, siem",2994
"Courbevoie, Île-de-France, France",HSBC · Full-time,consultant senior,"cybersecurity frameworks, threat intelligence, incident response, security operations center soc, siem",2995
"Kelibia, Nabeul, Tunisia",LEONI,supply team leader,"product development, product strategy, market analysis, user research, roadmapping",2998
"Délégation Bizerte Sud, Bizerte, Tunisia",Manutan North Africa,itinerant commercial,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2999
"Bab Souika, Tunisia",Asteelflash · Internship,engineer,"amazon web services aws, microsoft azure, google cloud platform gcp, infrastructure as code iac, networking, machine learning, deep learning, nlp, computer vision, python, hadoop, automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting, tcp/ip, cisco, firewalls, routing, switching, java, python, c++, agile methodology, software design patterns, python, deep learning frameworks e.g. tensorflow, keras, natural language processing nlp, computer vision, reinforcement learning, test planning, test automation, regression testing, load testing, bug tracking, cloud security architecture, security compliance, identity and access management iam, encryption, threat modeling, python, tensorflow, pytorch, data preprocessing, model tuning, python, sql, big data technologies e.g. hadoop, spark, data warehousing, etl extract, transform, load, spark, kafka, big data, data pipelines, hardware troubleshooting, software troubleshooting, customer service, remote support, networking, hadoop, spark, nosql, data warehousing, data visualization, test automation, test planning, performance testing, agile testing, test case design, deep learning, neural networks, natural language processing, computer vision, python, java, python, c++, agile methodology, software design patterns\t, .net, c#, agile methodology, software design patterns, apis",3002
"Bab Souika, Tunisia",APTIV ENTERPRISE Multinational  · Internship,electronic technician,"java, python, c++, agile methodology, software design patterns",3003
"Bab Souika, Tunisia",APTIV ENTERPRISE Multinational  · Internship,electronic technician,"java, python, c++, agile methodology, software design patterns",3004
Tunisia,RETEL Gaz,hdd drilling manager,"java, swift, react native, ios development, android development",3005
Tunisia,TAWASOL,technical services manager,"risk management, security compliance, security governance, incident response, security architecture",3006
"Delegación Susa Medina, Sousse, Tunisia",LEONI · Full-time,operational excellence,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",3007
"Delegación Susa Medina, Sousse, Tunisia",SFS Food Production · Part-time,production manager,"product development, product strategy, market analysis, user research, roadmapping",3008
"Delegación Susa Medina, Sousse, Tunisia",LEONI,engineering intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",3009
"Delegación Susa Medina, Sousse, Tunisia",LEONI,manufacturing controller intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",3010
"Delegación Susa Medina, Sousse, Tunisia",RB AUTOS,technician intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",3011
"Bizerte, Tunisia",Leoni Mateur Nord,expert production engineering,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",3012
"Bizerte, Tunisia",LEONI,project manager,"project management, agile methodologies, team leadership, budgeting, risk management",3013
"Bizerte, Tunisia",CMR Tunisia Ship Repairs,quality control engineer,"test automation, test planning, performance testing, agile testing, test case design",3014
"Bizerte, Tunisia",LEONI · Internship,project graduation,"java, python, c++, agile methodology, software design patterns	",3015
"Sousse, Tunisia",forever living product,advisory manager,"risk management, security compliance, security governance, incident response, security architecture",3016
Tunisia,Safran · Full-time,industrialization engineer,"java, python, c++, agile methodology, software design patterns	",3017
